Exchange Date,Nasdaq,DJI,CSI300,SSEC,FTSE100,FTSE250,CAC40,DAX,year,month
2006-02-06,10798.27,2258.8,128.242127865556,159.81655475431,10086.0722335797,16228.4426272475,5902.76083159886,6778.60714371159,2006,2
2006-02-07,10749.76,2244.96,127.863066418374,159.167721911856,10017.763134958,16113.2029425095,5909.17254343218,6792.20794770176,2006,2
2006-02-08,10858.62,2266.98,128.292083203974,160.205526234089,9968.46705669314,16089.9846775317,5850.59999043842,6772.49366543962,2006,2
2006-02-09,10883.35,2255.87,126.587497672109,157.608045192129,10112.3742209533,16309.8429720414,5936.51097880905,6880.38907988836,2006,2
2006-02-10,10919.05,2261.88,128.269302452722,159.371784995402,10052.6866530634,16262.4042972497,5842.87549971443,6783.58794974298,2006,2
2006-02-13,10892.32,2239.81,128.244800537039,159.078082072575,10091.6406835165,16256.6844919786,5900.77607960767,6851.79498166927,2006,2
2006-02-14,11028.39,2262.17,129.090242386576,159.891485394655,10056.5828081324,16181.9191971804,5910.93107761958,6866.50384225888,2006,2
2006-02-15,11058.97,2276.43,129.326463467627,161.296914768143,10078.9404987731,16245.1053758202,5863.16752620197,6849.78729472159,2006,2
2006-02-16,11120.68,2294.63,126.754597415507,157.881833996024,10138.7695465377,16296.2898540641,5914.99357723962,6885.7343356011,2006,2
2006-02-17,11115.32,2282.36,126.808923134282,157.510470390853,10181.0630072098,16496.813068162,5966.0175639557,6915.1870943108,2006,2
2006-02-21,11069.06,2262.96,129.053481582707,160.061991428039,10226.3617318436,16513.4427374301,5944.40144325234,6907.8914464675,2006,2
2006-02-22,11137.17,2283.17,129.000323157999,159.618424977627,10234.924010039,16510.2133296151,6005.05026442423,6982.30025251323,2006,2
2006-02-23,11069.22,2279.32,129.435460816606,160.194767261202,10224.6750061319,16586.2503941974,6009.12028040394,6983.726558495,2006,2
2006-02-24,11061.85,2287.04,130.519743797028,161.291710714508,10224.8761253402,16537.616023449,6022.77852954443,6968.62759062745,2006,2
2006-02-27,11097.55,2307.18,130.350056601192,161.367634070185,10218.7092398393,16533.1037721083,6018.36123055781,7007.06018929834,2006,2
2006-02-28,10993.41,2281.39,131.005610918275,161.613107901318,10157.21075431,16570.4414318034,5960.01191895115,6908.27175208584,2006,2
2006-03-01,11053.53,2314.64,131.510237102496,162.621942871368,10219.5855556527,16619.5680685495,6025.12449071977,6988.88518262608,2006,3
2006-03-02,11025.51,2311.11,129.282184687768,160.026138584284,10235.6326881569,16667.8365241195,6030.97909843963,6963.36206896554,2006,3
2006-03-03,11021.59,2302.6,129.647279923333,160.963943893363,10278.4035087719,16618.0701754386,6005.45277272892,6886.9362157998,2006,3
2006-03-06,10958.59,2286.03,129.301512228515,160.427531271393,10318.8116733151,16701.6586185177,6020.90793299847,6914.10924995792,2006,3
2006-03-07,10980.69,2268.38,126.234142579972,156.698174220189,10168.3390042358,16419.519477814,5932.72487432708,6820.54024504737,2006,3
2006-03-08,11005.74,2267.46,125.445404263253,155.414082406314,10100.502163298701,16167.3993501416,5924.61760392949,6763.74301076553,2006,3
2006-03-09,10972.28,2249.72,124.780280535229,154.700145361478,10168.2410140649,16289.4599756902,5965.83355173809,6828.78654308926,2006,3
2006-03-10,11076.34,2262.04,125.328819875776,154.73950310559,10199.8756927539,16280.9689059236,6039.5186751653,6915.97069160659,2006,3
2006-03-13,11076.02,2267.03,126.71479157607,156.510405665652,10312.7696065693,16616.9464511547,6107.5144093942,7001.60237246788,2006,3
2006-03-14,11151.34,2295.9,126.535856746983,156.455457109838,10391.5025146689,16843.9158982956,6148.28965865263,7053.88746710882,2006,3
2006-03-15,11209.77,2311.84,128.043554006968,158.637630662021,10423.3242468722,17000.419375131,6188.8917049857,7118.86744632319,2006,3
2006-03-16,11253.24,2299.56,127.868599514714,158.55036396441201,10531.286791193,17246.6569435414,6242.93317419528,7182.87885615463,2006,3
2006-03-17,11279.65,2306.48,127.533190524821,158.101726156375,10538.0372731903,17294.4441516924,6266.47651783866,7170.04912178059,2006,3
2006-03-20,11274.53,2314.11,129.238884045336,160.470544276996,10524.5472589626,17240.1679225729,6251.00057175529,7180.74766127757,2006,3
2006-03-21,11235.47,2294.23,129.673187141789,160.776850236731,10465.4311067636,17136.3191727222,6223.55458314698,7146.22795459766,2006,3
2006-03-22,11317.43,2303.35,130.529135467152,161.557130932061,10496.3133801587,17225.076003774,6273.73734933937,7164.45254945531,2006,3
2006-03-23,11270.29,2300.15,130.624634052148,162.257477793973,10393.2748030677,17091.6472915293,6218.16571305449,7118.70675827725,2006,3
2006-03-24,11279.97,2312.82,129.880285023793,161.285596830854,10517.6156955674,17301.8887649847,6280.18724879061,7188.06710149465,2006,3
2006-03-27,11250.11,2315.58,131.020649923935,161.59750105993,10429.7514887969,17211.540140759,6200.60775670516,7101.21671451052,2006,3
2006-03-28,11154.54,2304.46,131.689924800778,161.970269495055,10348.2975644624,17113.4434003383,6180.53188680605,7069.37810527328,2006,3
2006-03-29,11215.7,2337.78,132.773387840567,162.719919236234,10336.1778887848,17034.030596316,6230.83029625087,7114.32660965372,2006,3
2006-03-30,11150.7,2340.82,131.571049318859,161.369760572334,10507.3539686976,17214.7498602571,6376.67932242991,7282.16267523365,2006,3
2006-03-31,11109.32,2339.79,132.379514690287,161.97305221134,10366.4946034726,17119.9402123851,6326.0793175732,7233.91777435808,2006,3
2006-04-03,11144.94,2336.74,134.603978300181,164.553345388789,10480.4718080757,17190.0280092552,6377.8201191762,7310.82901491523,2006,4
2006-04-04,11203.85,2345.36,135.923314950216,165.921942455019,10535.8377344586,17357.0438474901,6379.20005881922,7369.37235007232,2006,4
2006-04-05,11239.55,2359.75,137.350315290005,167.342448648312,10601.9926678244,17427.0729183111,6418.22070881532,7411.70541015648,2006,4
